at,content,score
2017-02-06 23:15:53,Great game with a packed graphics.#Addicted,5
2014-01-24 09:52:24,"For those that like games, try this one!",5
2015-08-10 10:38:01,It took so long to load it makes me so so so mad,4
2016-10-03 22:40:06,good game,4
2018-01-20 22:50:11,Why don't u have 🔫 🔫 🔫,5
2017-11-07 08:06:34,The coolest game in the world,5
2014-02-28 01:33:32,This game is great but I want leader boards to show me and my friends scores please and thankyou! Why you have them on ios and not android is beyond me.,4
2013-01-30 13:29:18,Great smooth gameplay! Endless hours of awesome fun!,5
2014-10-12 12:29:50,Very nice game.......,5
2014-05-08 08:17:58,"Hello guy's you know me right? I've played this along time ago and I really loved this game, plus I had the rainbow jetpack I really liked that one,though, also I was talking to my friends.",5
2014-07-31 03:37:04,Great game,2
2014-12-01 19:58:01,Please fix I would leave a better review if It didn't crash so much please fix it😣,4
2021-05-15 17:50:15,good,5
2018-07-12 04:55:47,Nice,5
2013-07-17 15:26:16,Awesome and astonishingly great. Definitely recommend.,4
2012-09-30 00:24:31,Really good!!!!! one of th best games ever,5
2017-06-11 09:59:32,Best game .awesome game .amazing graphics,5
2021-01-06 14:09:53,Best game maker,5
2016-11-01 17:28:51,Cool,5
2014-03-23 13:10:31,This game is EPIC!!!!!!!!!,5
2014-11-01 18:23:50,Good at consuming time,4
2014-02-23 13:14:31,Excellent,5
2013-12-12 13:16:07,Good game,5
2017-04-25 16:12:59,Ferija na isyoma,5
2012-10-04 07:22:00,I finally got this downloaded after saying invalid file package now it doesn't even open it just force closes! Plz fix for my wildfire s,1
2016-10-23 02:39:40,Great game,5
2018-05-08 09:24:59,i think is great games and this games is fun,4
2015-08-05 01:54:33,Best game ever,5
2013-02-24 03:37:42,Very nice game and very nice elements.nice work.,5
2012-10-05 19:12:32,"FINALLY IT HAS COME TO ANDROID!!!!!!!!!!!!! Love this game for the effects, the simplicity yet addictive game.",5
2017-04-17 20:35:20,It was fun they always get me to come back!:-),5
2017-06-11 21:57:07,Amazing game,5
2015-11-28 00:14:46,I really love this game you should download it. It really fun to play,5
2018-03-10 03:07:21,Five finger death punch is the best in the world.,5
2019-08-29 05:53:15,I purchased the 2.79$ starter pack to give me a small boost. I got charged but never received my goods! what the hell? Please have this fixed Edit : after a chat with support my issue was fixed. I changed the review to a 5 stars since the game is fun and give a quick progression!,5
2017-03-25 23:39:11,THIS GAME IS AWSOME,5
2013-07-10 04:25:38,Its amazing one of the best game i ever played,5
2017-04-25 14:21:00,Best game,5
2014-10-26 15:15:06,Not so good,3
2018-02-11 13:34:15,"I have always loved this game, used to play all the time so coming back to it is refreshing.",5
2014-04-18 01:39:40,AWESOMENESS,5
2016-03-17 08:59:27,My mom said I'm so bad as a super hero when she looks at me she throws up,5
2017-10-11 22:48:32,Good game,5
2016-07-29 18:56:00,Good time waster,5
2018-03-11 12:49:57,Dun 8,5
2013-02-10 00:35:22,It always force close on my Galaxy SL.. It's actually a good game.. I'll give five if you fixed it,1
2015-02-23 22:04:27,Who wants to get layed meeeee reply if you do and put number p.s cool game really rocks and gets me up and going if u no what I mean,5
2013-06-25 10:08:35,"Its really cool, amazing, game i never had played coooooolllllllll",5
2016-02-24 12:18:42,It is cool but it dosn't let me install it saying that the data package is wrong please fix...,2
2019-10-13 06:46:06,",💘",5
2014-07-12 02:37:09,Awesome,5
2015-07-03 06:48:41,Its a good game but they should add more vehicles🚄🚅🚑🚒🚓🚕🚇,5
2020-03-31 17:41:28,I DO THIS BEDORE IM FIRED IN MY JOB,5
2017-05-31 22:13:10,Nice 😜🏆,5
2013-07-12 21:44:21,Worst update it restarted all of my mishions i was 2 mishions away from beating the game:(,2
2020-03-01 15:52:30,"I played this game as a kid, and then again a couple years ago. Played every day and eventually unlocked everything. I mean EVERYTHING except for some of the time-based rewards. Paid for double coins (of course). I had to delete it and when I tried to play again on my new phone recently, I found that nothing was saved, not even purchases. Not that it matters as laggy as the game is now. I have faith in halfbrick, but I am largely just disappointed. Seems like a step backwards.",2
2016-07-11 13:27:18,I love it,5
2016-06-25 17:51:59,@fouzy,1
2014-07-18 06:33:56,Nice game,5
2018-01-14 02:44:42,i think this game really good game,5
2014-07-05 11:37:40,But there was problem when i begining the game it is so laggy,4
2013-10-08 07:35:14,Braxton,5
2015-01-13 06:36:24,Its amazing,4
2016-01-08 14:25:16,It's cool and I love the missions,5
2014-03-29 19:59:06,My name is rishu,4
2012-10-02 23:05:58,Won't work on xperia x8. Force close is appearing the second I start the app,3
2017-04-08 19:59:03,Not so fun,4
2015-10-10 22:15:30,:);),5
2014-03-01 11:25:00,What a good game I love it but I want an upgrade for if u touch the electric line u don't lose the power. Yah me!,5
2013-12-21 11:49:28,It is  very interesting  game,5
2014-02-17 04:54:18,Money,5
2015-10-09 08:47:48,I absolutely love Back To The Future and I love this game it's awsome together,5
2021-04-18 22:40:24,"Amazing game, And very Nostalgic",5
2012-11-01 04:17:04,"Fica travando no meu Galaxy y Duos, eu acho q é porque a memória ta cheia também, mas nem isso tira a diversão do jogo ! Viciei !",4
2015-07-16 17:21:28,It always says not enough space on my device even when I have literally emptied my phone of apps and stuff,3
2018-11-14 21:46:16,It's also playable on the PlayStation but most of all I like the game,5
2018-08-25 00:02:49,😀😀😀,5
2021-07-22 12:29:43,Good,4
2015-08-12 13:52:47,Awsome,5
2019-02-20 19:11:34,fun I like it,5
2013-12-26 05:03:15,it is awesome,5
2017-04-08 04:35:55,I LOVE IT!its amazing i live the missions and vehicles!and the scientists!,5
2014-05-12 18:59:49,,5
2018-04-01 02:41:30,Lit🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥,5
2014-03-14 03:32:20,,3
2013-11-24 08:00:57,Best,5
2014-08-04 01:21:47,It has very good upgrades I love the update,5
2012-10-16 07:39:45,This is an awesome game but it is not as smooth as on the ipad and the coins are too expensive.after that awesome game!,4
2014-08-25 08:15:37,Love the game but it keeps freezing and closing down. Annoying.,2
2016-09-16 18:31:38,So many way so cool stuff,5
2015-01-25 19:19:44,I give it 3 stars cause I just reinstalled it and still I can't play.,3
2016-05-20 04:34:25,I love the jetpack and power ups there so awesome!,5
2013-12-17 14:15:14,This game make me happy,3
2014-01-01 16:14:03,I love killing the scientists with a machinegun jetpack,5
2014-02-17 20:36:50,,5
2012-10-14 10:59:56,Must Downloas if you own a Galaxy S3,5
2012-10-05 02:51:06,Game gets disappointing because sometimes you have to buy again gadgets that you already bought and everytime you start the game you have to re-equip your vehicle upgrades.,3
2016-06-05 03:14:08,I love this games soooooooooooo much=)!?🙆🙌🙋😅😄😊,5
2018-08-08 05:44:49,Over all it is a pretty fun game the gameplay is great.,4
2014-06-14 02:55:37,Great game love it!,5
2014-12-09 21:12:50,Great game,5
2016-10-27 11:38:03,Good game it is,3
2014-05-27 04:39:49,it just shows a logo and then crashes. great. thanks obama,1
2018-01-23 09:15:36,I Love This  Game,5
2018-04-21 04:48:45,Shut up,5
2014-12-31 04:20:53,Best game ever,5
2018-12-14 04:35:13,WHERE IS COLASSATRON?!!? why did you remove it? And I am talking about the app not the skin,5
2014-06-20 04:27:44,AWSOME GAME,5
2016-05-11 09:50:42,All the gadgets have some builtin defect. The zapper doesn't work properly. It's disappointing to purchase them and see they aren't as good as expected,4
2014-03-31 08:51:37,"It needs more rewards,levels,and more gadgets.",5
2012-10-14 21:34:45,"This game is Soo awesome but had 10,000 and did one quick log out and was back to 3,000 well until these bugs are fixed all you get is a 2.",2
2014-10-11 02:28:11,This game is awsome,5
2015-05-12 18:37:10,One of the best games under 200mb,5
2014-12-24 14:59:39,Soham pachchigar,5
2014-07-15 17:35:09,fix the game in Hd,4
2014-02-17 06:15:59,,5
2020-04-01 14:32:34,Ive been playing this game before i changed my phone and it passed 3 years now i see this game again just joined got full of joy this is an amazing game thx for making it,5
2014-01-12 22:31:29,Lol,5
2015-10-21 01:23:58,Good but don't like timer,1
2014-04-01 08:10:49,Great game,5
2020-04-13 11:23:38,Good game,4
2013-02-06 07:20:46,"Love this game, first one I grabbed for my S3 after moving from iP. But it has issues, if I close the game after a run that's earnt me a reward for next round, I come back and it's gone. My gadgets also randomly revert to the set previously used, sometimes only one of them...",4
2013-11-21 16:11:16,After reinstall I lost my purchases... Great.,1
2020-10-25 23:42:56,It is a good game and i like it 🙂,5
2016-10-03 22:21:43,Is a good time to get too no you bedr,5
2016-08-29 03:34:54,Great game,5
2023-04-17 16:33:55,Best game brings back so many memories,5
2017-12-20 09:54:01,i like this game  So much,5
2014-09-03 22:10:24,I will give you 5 star for the install and update,5
2012-10-06 21:10:24,"I really like the game. Extremely addicing. Only problem is. I ended my game with 2,000 coins  And started again with only 400. Please fix :)",4
2017-03-23 05:38:03,It's a great game super awesome my favorite game to plaY😜,5
2017-06-11 15:48:36,Make more games like this,5
2017-09-21 06:16:55,Love it,5
2019-06-07 01:28:48,It's a fun game but my screen always glitches out it turns me into multiple other things and I cant even see the missles. It just ruins the experience.,2
2016-10-24 23:01:29,Good,5
2014-04-23 06:42:48,Good game,3
2014-01-22 00:39:24,Awesome and epic game.,5
2023-02-12 11:04:16,Hello people! hope y'all are doing well and great! The game is so nostalgic and awesome but my compliment is that the prices of the power ups are so expensive especially the Upgrades related to them.. so please make them more cheaper in order to advance in the game a bit faster.. thanks for reading!,3
2016-06-04 16:36:25,A game kinda like super Mario's,4
2016-12-15 14:18:10,Nice,2
2017-06-09 16:27:15,Its ok,5
2020-01-23 05:03:24,Way to pay win there is no way to get all the cool stuff and soo many adds devs fix this game make it fun again.,1
2017-06-14 22:16:36,Laggy,1
2017-08-15 14:28:22,Lol,5
2017-03-08 07:55:16,Very good game,5
2013-07-09 22:19:13,I open the game and it automatically holds me at the top of the screen and wont let me fall back down.,3
2017-06-05 01:23:46,😵😵😵😵😵😵😵😵😵😵😵😵😵😵😵😵😵😵😵😵😵😵😵😵😵😵,1
2016-09-10 08:27:43,I love this game..because the game very best for me..the graphic is good,5
2021-07-26 06:07:56,Love this game I like these updates and it made my childhood,5
2016-10-26 02:53:52,I've downloaded this on to every phone I've had best game ever,5
2017-03-21 19:44:19,Bekar game h😈😈😈😈😈,1
2013-07-04 13:22:10,"Near perfection but needs triple the amount of levels & missions. Add more landscapes to lives things up, and keep things fresh. Suggestion, how about getting an award for prestiging 30 times as well. That might make.things more interesting, and set a new goal. Otherwise, exceptional game.",5
2014-02-16 05:30:29,Its fun but sometimes hard,3
2013-12-22 23:40:07,poor,1
2016-05-04 06:26:42,This game is awesome,5
2013-03-07 00:58:03,Fix it plz,4
2015-11-29 04:31:09,Oooooooo love it,5
2014-01-07 02:06:15,Best game ever,5
2016-06-12 20:26:53,I was on vacation. While in the airplane i downloaded this game. I qm now addicuted to it.,5
2015-12-19 17:15:20,This is so frickin cool. Mlg,5
2023-03-08 07:40:27,Everything is locked behind purchases now compared to when i was a kid,1
2016-09-20 21:52:53,I like it but it should have more changes,3
2015-08-02 22:36:29,This is a very good game,5
2014-03-25 01:19:50,Tää peli on mahtava,5
2016-09-24 19:32:58,Super,4
2021-08-04 08:39:51,"This so good. This is my first game ever when i was a 3 year old kid, now im 8. Its been 7years since i play this.",5
2014-08-19 08:09:40,No bugs or problems. Very fun.,5
2015-03-16 05:41:39,Awesome,5
2017-07-28 03:06:55,It is an amazing 2D game. Just up the graphics a bit please,5
2015-12-31 07:23:39,Awsome,5
2017-02-25 02:52:27,Baba black sheep have you any wool,1
2012-11-08 08:35:13,Best game I have ever played,5
2017-09-27 20:00:06,Finish,5
2013-10-10 23:48:36,Yeaaaa,5
2015-05-22 22:11:57,I like the game,2
2016-04-23 16:15:18,It is cool,5
2015-12-23 10:42:06,"I love how it changes in to different modes and different costumes, so cool",5
2014-01-23 18:14:19,Ooh yeah,5
2018-03-20 03:56:51,Graphics are ok but controls can be more better,5
2018-02-23 09:42:13,Really fun and cool upgrades and gadgets and stuff,5
2014-01-14 08:16:24,You should ineast,5
2022-07-21 22:03:29,Best game,5
2013-03-30 00:09:14,"I realy like the game, but threre is one problem there is only 2 places for gadgets. Also i will like to add some new jetpacks and gadgets!!! Once agin AWESOME",5
2015-10-05 02:28:30,Rusty,5
2014-10-14 08:54:03,This game is rocking!!!!!!!!!  :) :) :),5
2017-08-07 04:33:32,Joy 😎,4
2014-04-17 06:52:00,"This is an awesome game!The jetpacks,suits,rides etc.But sometimes,it lags.Anyway,this is a great game",5
2021-10-12 06:31:56,This game is the best!!! I played it sooo much wen I was young and playing it again was probably the most nostalgic thing I have ever experienced! I totally recommend this game! It's so fun!!! ❤,5
2014-08-09 23:10:34,I loved this game,5
2019-01-05 22:21:19,great,5
2017-08-31 21:26:22,"Very dank meme. Fun when you got nothing to do, and when you do have things to do. Abandon everything in your life always to play this game.",5
2022-04-06 19:47:33,I updated the game and it says to reupdate it and it won't let me play the game,1
2013-07-21 06:05:45,Gebna,4
2016-10-07 20:52:12,It is so good when u get to fly and all,5
2017-06-13 16:00:30,Fine fine Finee,5
2015-11-24 12:51:59,Love This Game! 😍😍,5
2016-05-21 15:11:15,i love it,5
2012-10-28 22:58:43,Jet pack joyride,5
2022-04-27 04:36:45,Very good game,5
2016-02-22 18:29:21,Soo good,5
2018-03-01 04:02:29,Great,5
2017-10-16 01:55:59,Wow its the best game ever,5
2016-02-10 04:49:40,this game is so fun and it does not need wifi to play it,5
2016-06-13 17:16:49,"I love this game,and I wish to anyone install this game",5
2017-03-19 08:47:06,Very good game,5
2017-07-30 18:20:05,wonderfull game,5
2014-02-28 19:31:27,I love this game but ever since the update my graphics for this game have been AWFUL on my android phone. Anyone else have this problem?,5
2016-03-12 07:12:42,Excellent,1
2016-06-01 21:06:25,Good game,5
2014-08-05 19:21:18,So fun,5
2015-08-19 22:00:30,I love it and I am obsessed at it (get it now or your life will be disgusting! !!!!!!,5
2016-11-30 10:17:20,best game,5
2015-10-16 05:06:03,Udxtsyg,5
2016-08-25 08:49:30,Love it,5
2016-06-16 09:35:42,I love this game it is probably 1 of the most best games I played,5
2018-07-03 03:58:56,Loved it,5
2015-06-12 19:01:01,It is very good game,5
2013-02-26 22:39:12,Quality game,5
2022-08-13 11:58:25,"Playing since 2016 , better than nay other",5
2014-06-05 12:44:54,"It's good. But, unfortunately, unlike FruitNinja, it does not have cloud save, which is a big minus in my book.",3
2013-08-21 01:42:19,Very fun,5
2015-12-28 01:50:27,"I remember playing this when I was younger and I saw my sister playing a similar game!!!! I then remembered how much fun I had playing it and downloaded it... please download,  haters back off ♥",5
2017-01-04 18:10:19,V.goo,1
2013-05-12 19:25:25,Very adictive but since I have the galaxy s4 it crashes after 30-45 min of play time. Highly recommend.,5
